;;;;;;jêzyk polski;;;;;matematyka;;;;;jêzyk angielski;;;;;jêzyk francuski;;;;;jêzyk hiszpañski;;;;;jêzyk niemiecki;;;;;jêzyk rosyjski;;;;;jêzyk w³oski;;;;
ID OKE;województwo - nazwa;powiat - nazwa;Gmina - nazwa;Typ gminy;Kod teryt gminy;liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%);liczba zdaj¹cych;wynik œredni (%);odchylenie standardowe (%);mediana (%);modalna (%)
3;Lubelskie;Pu³awski;Pu³awy;Gmina wiejska;0614092;85;64,62352941;20,28443418;69;69;85;47,29411765;27,08758063;43;13;86;67,24418605;29,60669945;79;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Pu³awski;Pu³awy;Gmina miejska;0614011;481;60,97713098;21,10643991;64;71;480;49,78333333;30,02920338;43;17;485;72,33402062;29,18649203;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Pu³awski;W¹wolnica;Gmina wiejska;0614102;31;62,5483871;15,65935505;64;64;31;42,64516129;26,73712942;37;37;31;72,03225806;30,75552284;87;100;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Pu³awski;¯yrzyn;Gmina wiejska;0614112;57;64,63157895;15,73534582;67;71;57;52;27,32905401;53;53;57;69,45614035;28,41365509;84;89;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Borki;Gmina wiejska;0615022;70;62,92857143;15,22621933;64;67;70;44,67142857;27,20016882;37;13;70;56,21428571;29,60014134;53;18;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Czemierniki;Miasto;0615034;43;59,81395349;16,26703874;60;80;43;46,46511628;25,04354239;47;17;43;64,3255814;28,89734914;69;45;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Komarówka Podlaska;Gmina wiejska;0615052;35;56,77142857;19,04893805;58;58;35;27,31428571;21,13868685;20;13;34;46,82352941;33,00041942;30;93;;;;;;;;;;;;;;;;1;;;;;;;;;
3;Lubelskie;Radzyñski;K¹kolewnica;Gmina wiejska;0615042;71;63,1971831;15,80481271;64;69;71;48,38028169;27,3791152;40;27;68;56,02941176;29,37784809;54,5;31;;;;;;;;;;;;;;;;3;;;;;;;;;
3;Lubelskie;Radzyñski;Radzyñ Podlaski;Gmina wiejska;0615062;68;57,73529412;22,70632048;62;60;68;37,60294118;26,36683507;32;20;68;48,86764706;30,98334677;35;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Radzyñ Podlaski;Gmina miejska;0615011;147;70,3877551;16,18618248;71;62;147;52,20408163;30,25423764;47;23;147;63,82993197;29,90355794;67;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Ulan-Majorat;Gmina wiejska;0615072;62;63,16129032;19,73795553;67;78;62;47,98387097;31,07093442;50;13;62;58,25806452;28,95265071;56;35;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Radzyñski;Wohyñ;Gmina wiejska;0615082;48;66,54166667;15,33780505;69;80;48;44,14583333;26,42441231;40;27;48;65,70833333;28,20605604;75,5;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;Dêblin;Gmina miejska;0616011;109;60,16513761;15,32253468;60;60;109;43,66055046;27,45813166;37;27;109;66,99082569;27,61082603;76;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;K³oczew;Gmina wiejska;0616022;75;57,88;17,0348349;60;60;75;39,4;27,29981685;30;10;75;45,48;28,58734452;35;18;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;Nowodwór;Gmina wiejska;0616032;41;60,53658537;18,88101067;62;58;41;35,31707317;22,5306718;30;13;41;55,82926829;30,73720431;53;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;Ryki;Miasto;0616044;139;67,51079137;18,52331485;71;71;139;52,89928058;29,66365287;53;17;139;72,35251799;28,47966921;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;Ryki;Obszar wiejski;0616045;90;59,67777778;15,61397364;60;58;90;45,74444444;24,69933023;41,5;30;90;53,08888889;28,51067809;51;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;Stê¿yca;Gmina wiejska;0616052;37;66,91891892;14,15622942;62;62;37;53,56756757;27,28581509;53;80;36;58,72222222;29,05035008;52;25;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Rycki;U³ê¿;Gmina wiejska;0616062;22;55,59090909;13,93053902;58;38;22;46,18181818;27,73680909;45;80;22;46,72727273;29,1939935;40;11;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Be³¿ec;Gmina wiejska;0618022;30;67,93333333;14,57379688;69;60;30;42,9;27,96110394;33;33;28;63,03571429;33,17968628;74;15;;;;;;;;;;;2;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Jarczów;Gmina wiejska;0618032;15;61,93333333;25,72279577;71;67;15;23,13333333;9,214963676;23;23;13;49,84615385;28,48169764;45;27;;;;;;;;;;;;;;;;2;;;;;;;;;
3;Lubelskie;Tomaszowski;Krynice;Gmina wiejska;0618042;22;64,18181818;18,77773431;69;42;22;29,90909091;21,77135126;27;10;22;47,90909091;31,32514107;35,5;20;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Lubycza Królewska;Miasto;0618054;40;63;17,99027515;67;76;40;50,525;30,45159068;45;13;40;68,05;30,20757355;84,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Lubycza Królewska;Obszar wiejski;0618055;17;62,58823529;13,91596131;64;60;17;24,29411765;18,70125729;17;13;17;49,76470588;31,04366832;55;13;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Rachanie;Gmina wiejska;0618072;41;64,29268293;16,60038775;67;56;41;42,75609756;25,86624176;37;30;41;53,51219512;28,91208031;45;31;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Susiec;Gmina wiejska;0618082;64;63,3125;17,94686167;65,5;82;64;41,171875;25,93354168;33;40;64;55,359375;30,46892228;47;16;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Tarnawatka;Gmina wiejska;0618092;25;68,92;14,4247565;71;64;25;33,6;24,24871131;23;17;21;61,33333333;30,94593339;62;89;;;;;;;;;;;4;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Telatyn;Gmina wiejska;0618102;26;68,26923077;15,67348985;72;76;26;35,57692308;25,30304493;27;10;26;63,5;29,48826364;67;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Tomaszów Lubelski;Gmina wiejska;0618112;73;62,21917808;18,40804364;67;69;73;40,89041096;26,98632918;30;17;69;62,30434783;30,58525947;62;91;;;;;;;;;;;4;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Tomaszów Lubelski;Gmina miejska;0618011;204;67,44117647;19,28555974;69;82;204;50,31372549;28,67891225;50;20;203;75,31034483;25,77407032;89;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Tyszowce;Obszar wiejski;0618125;11;60,90909091;19,87897265;58;58;11;48,45454545;25,82938297;50;50;11;56,81818182;26,20831992;64;76;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Tyszowce;Miasto;0618124;37;53,51351351;14,26888814;56;56;37;36,81081081;25,87687879;27;13;37;68,13513514;29,49407834;76;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;Ulhówek;Gmina wiejska;0618132;28;56,32142857;24,02090395;57;76;28;26,82142857;20,18495474;20;13;28;60,14285714;32,24982202;75,5;89;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;£aszczów;Miasto;0618064;47;66,27659574;10,68644424;67;64;47;31,9787234;22,20359312;27;13;46;52,86956522;26,88915144;55,5;22;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;Tomaszowski;£aszczów;Obszar wiejski;0618065;11;60,54545455;16,68621443;62;64;11;35,45454545;31,97545546;20;7;11;60,72727273;34,71203854;82;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;W³odawski;Hanna;Gmina wiejska;0619022;15;56,13333333;20,5681523;60;18;15;56,2;34,60674308;60;10;10;75,8;28,36829216;87;100;;;;;;;;;;;;;;;;5;47,2;18,19230607;47;;;;;;
3;Lubelskie;W³odawski;Hañsk;Gmina wiejska;0619032;31;57,87096774;19,33698101;62;29;31;44,09677419;26,46282217;37;33;31;60,19354839;30,7544063;78;85;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;W³odawski;Stary Brus;Gmina wiejska;0619042;17;52,52941176;22,63811894;56;56;17;44,52941176;24,69607649;37;27;17;48,29411765;31,5310579;40;18;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;W³odawski;Urszulin;Gmina wiejska;0619052;49;62,36734694;20,39777287;62;31;49;44,08163265;26,85245912;40;23;48;57,875;31,42956742;61;9;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;W³odawski;Wola Uhruska;Gmina wiejska;0619072;27;68,96296296;14,98018811;69;60;27;59,03703704;30,462462;60;13;19;82,78947368;25,13454102;95;98;;;;;;;;;;;;;;;;8;55,625;25,80182891;50;24;;;;;
3;Lubelskie;W³odawski;Wyryki;Gmina wiejska;0619082;15;61,06666667;17,94609212;64;44;15;44,73333333;29,35181236;37;17;15;59,53333333;29,10868523;60;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;W³odawski;W³odawa;Gmina wiejska;0619062;35;53,6;20,02312948;56;56;35;28,57142857;23,64171339;20;17;34;53,67647059;29,28030917;49;95;;;;;;;;;;;;;;;;1;;;;;;;;;
3;Lubelskie;W³odawski;W³odawa;Gmina miejska;0619011;141;58,27659574;22,1270049;62;71;141;41,46099291;27,97605808;33;13;139;62,28776978;32,02185508;73;100;;;;;;;;;;;1;;;;;1;;;;;;;;;
3;Lubelskie;Zamojski;Adamów;Gmina wiejska;0620012;22;63,27272727;14,23562055;61;60;22;37,81818182;23,95381231;33;33;22;52,04545455;28,90498113;47,5;38;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Grabowiec;Gmina wiejska;0620022;29;49,34482759;18,26675114;53;47;29;40,75862069;22,6877685;30;30;29;50,4137931;31,66474951;38;15;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Komarów-Osada;Gmina wiejska;0620032;21;51,14285714;23,88321928;51;44;21;31,14285714;24,37658071;23;20;21;55;32,77629806;45;29;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Krasnobród;Obszar wiejski;0620045;11;62,54545455;20,32179142;69;;11;53,90909091;24,56329318;53;40;11;60,90909091;30,7998068;78;;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Krasnobród;Miasto;0620044;51;58,56862745;18,5348161;58;47;51;50,11764706;31,05633531;33;20;51;60,62745098;30,9832091;67;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Mi¹czyn;Gmina wiejska;0620062;34;61,38235294;15,81141566;62;53;34;45,23529412;27,57989338;37;33;33;57,78787879;26,77375193;62;20;;;;;;;;;;;;;;;;1;;;;;;;;;
3;Lubelskie;Zamojski;Nielisz;Gmina wiejska;0620072;31;62,35483871;15,62782545;64;71;31;34,64516129;25,87132974;20;13;31;52,58064516;33,8695545;38;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Radecznica;Gmina wiejska;0620082;35;66,17142857;16,63985871;69;64;35;48,48571429;29,57061421;53;13;35;59,6;28,67373113;65;24;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Sitno;Gmina wiejska;0620092;68;62,10294118;16,27442933;63;62;68;37,69117647;25,36861038;30;10;68;58,76470588;28,7857796;59;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Skierbieszów;Gmina wiejska;0620102;36;64,69444444;16,59621685;69;69;36;46,83333333;30,03470215;35;17;36;60,83333333;32,01692261;74,5;20;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Stary Zamoœæ;Gmina wiejska;0620112;41;63,17073171;18,28220838;62;62;41;43,3902439;29,73449836;33;23;41;58,29268293;30,45928422;62;35;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Su³ów;Gmina wiejska;0620122;28;68,75;16,80693947;68;64;28;46,89285714;30,83288977;43,5;27;28;65,32142857;29,96552015;72;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Szczebrzeszyn;Miasto;0620134;52;63,75;17,57716504;66,5;69;52;42,88461538;28,36279649;38,5;13;52;66,46153846;31,43825544;83;87;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Szczebrzeszyn;Obszar wiejski;0620135;37;59,89189189;17,70598278;60;60;37;33,54054054;25,02063429;27;10;37;57;30,23153893;55;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Zamoœæ;Gmina wiejska;0620142;196;65,62755102;16,23705312;67;67;196;50,75;29,55768746;47;30;195;68,43076923;29,29494709;80;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;Zwierzyniec;Miasto;0620154;45;66,48888889;18,54798249;71;76;45;48,06666667;30,45754787;43;23;45;68,4;30,17533945;82;47;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamojski;£abunie;Gmina wiejska;0620052;49;58,32653061;17,84901273;62;67;49;42,87755102;31,50939779;33;17;49;60,55102041;28,12004966;64;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Zamoœæ;Zamoœæ;Gmina miejska;0664011;617;66,26580227;18,03321303;69;69;617;53,75202593;29,86487831;53;100;613;74,84502447;25,96528858;85;98;;;;;;1;;;;;4;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Adamów;Gmina wiejska;0611032;59;69,38983051;14,23890225;71;62;59;52,16949153;29,82158958;47;20;58;71,56896552;27,10904676;81;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Krzywda;Gmina wiejska;0611042;129;66,17054264;16,99937255;69;76;129;44,57364341;26,36028702;43;20;129;57,17829457;31,38617916;60;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Serokomla;Gmina wiejska;0611062;41;64,36585366;18,85212817;67;62;41;57,36585366;22,35714116;53;37;41;67,2195122;24,74801021;67;80;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Stanin;Gmina wiejska;0611072;103;56,27184466;21,00309463;58;67;103;48,74757282;30,45248358;47;93;102;55,92156863;29,26105833;53;25;;;;;;;;;;;;;;;;1;;;;;;;;;
3;Lubelskie;£ukowski;Stoczek £ukowski;Gmina wiejska;0611082;66;61,57575758;18,24086372;65,5;78;66;53,71212121;26,91556109;58,5;63;65;57,78461538;29,82125845;62;22;;;;;;;;;;;;;;;;1;;;;;;;;;
3;Lubelskie;£ukowski;Stoczek £ukowski;Gmina miejska;0611021;35;66,6;17,94945284;73;76;35;61,62857143;31,17332716;77;93;35;67,85714286;29,65337163;82;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Trzebieszów;Gmina wiejska;0611092;83;60,98795181;17,89359041;62;60;83;47,60240964;28,49643383;43;13;83;56,84337349;30,63130218;58;16;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Wojcieszków;Gmina wiejska;0611102;65;54,29230769;18,79093323;56;44;65;41,43076923;29,78227105;30;17;65;47,49230769;29,39551147;40;20;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;Wola Mys³owska;Gmina wiejska;0611112;35;63,34285714;17,94267516;71;71;35;48,71428571;29,21503667;37;20;35;50,82857143;29,74509392;45;16;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£ukowski;£uków;Gmina wiejska;0611052;207;63,79710145;17,45739856;67;71;207;47,5410628;27,55104187;47;10;205;63,5804878;27,74447182;71;95;;;;;;;;;;;;;;;;2;;;;;;;;;
3;Lubelskie;£ukowski;£uków;Gmina miejska;0611011;339;67,35693215;16,85683349;71;76;339;55,31268437;27,29586911;57;67;343;71,75510204;27,95630851;85;98;;;;;;;;;;;;;;;;3;;;;;;;;;
3;Lubelskie;£êczyñski;Cyców;Gmina wiejska;0610012;79;57,3164557;19,69549476;58;73;79;39,74683544;27,57336284;30;20;79;50,48101266;32,74560972;42;18;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;Ludwin;Gmina wiejska;0610022;44;63,61363636;14,68799124;65,5;56;44;46,04545455;27,36367412;43;20;44;66,90909091;28,87340565;75,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;Milejów;Gmina wiejska;0610042;75;66,62666667;15,8415263;67;78;75;45,08;29,20263002;37;17;74;65,25675676;31,40023275;78;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;Puchaczów;Gmina wiejska;0610052;86;64,75581395;14,94091934;63;56;86;41;27,30959453;33;13;86;64,52325581;30,3428957;71;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;Spiczyn;Gmina wiejska;0610062;48;67,66666667;13,96026106;70;62;48;63,9375;28,09611943;75;90;48;75,79166667;23,23875923;82,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;£êczna;Obszar wiejski;0610035;10;60,3;13,0617763;63;71;10;49,4;25,35823338;48,5;;10;69,4;27,18896835;81,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;£êczyñski;£êczna;Miasto;0610034;188;70,67553191;15,01191148;71;80;188;53,79255319;29,72184074;55;13;185;77,42702703;23,59423485;87;98;;;;;;;;;;;3;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Me³giew;Gmina wiejska;0617022;60;59,58333333;19,00025585;61;78;60;42,56666667;30,00187031;40;7;60;63,96666667;33,2796067;79;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Piaski;Obszar wiejski;0617035;26;60,76923077;18,06038523;67;67;26;44,34615385;26,3569321;40;13;26;72,42307692;30,5427482;91;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Piaski;Miasto;0617034;46;62,89130435;18,28426297;67;56;46;42,10869565;27,19273261;33;13;43;69,53488372;29,28556183;80;96;;;;;;;;;;;3;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Rybczewice;Gmina wiejska;0617042;29;63,17241379;18,33795567;62;62;29;39,4137931;30,0339087;30;10;26;56,88461538;30,892278;46,5;31;;;;;;;;;;;3;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Trawniki;Gmina wiejska;0617052;87;66,47126437;16,36708154;71;76;87;47,10344828;27,89390181;47;17;86;64,11627907;28,47169897;73;96;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Lubelskie;Œwidnicki;Œwidnik;Gmina miejska;0617011;341;69,39589443;15,38552031;71;73;341;56,60117302;29,72009005;57;100;338;80,70710059;23,91850086;93;98;;;;;;2;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Bochnia;Gmina wiejska;1201022;185;66,42702703;15,98737084;67;67;185;50,05945946;27,89617294;50;23;185;71,6972973;26,68849825;82;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Bochnia;Gmina miejska;1201011;299;71,42140468;14,02540731;73;67;299;64,79598662;26,72819683;70;100;298;78,37583893;24,92336617;91;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Drwinia;Gmina wiejska;1201032;51;62,92156863;18,29908723;69;71;51;50,45098039;31,6929594;47;13;50;68,22;28,81963914;81;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Lipnica Murowana;Gmina wiejska;1201042;64;66,78125;16,02387745;71;51;64;50,734375;28,68484039;45;20;64;62,53125;27,27348114;67;87;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Nowy Wiœnicz;Obszar wiejski;1201065;88;70,84090909;14,18216419;73;73;88;49,39772727;25,9573688;43;23;88;67,26136364;27,42613813;76,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Nowy Wiœnicz;Miasto;1201064;101;60,71287129;25,21014122;69;78;101;48,75247525;28,66930119;43;27;102;64,61764706;30,23212294;76;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Rzezawa;Gmina wiejska;1201072;124;72,41935484;15,88115985;73;73;124;54,91129032;28,55950553;57;30;124;73,71774194;27,40660401;87;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;Trzciana;Gmina wiejska;1201082;71;70,08450704;14,29837623;71;71;71;51,91549296;27,402964;53;30;71;67,88732394;27,76285354;75;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;£apanów;Gmina wiejska;1201052;100;64,14;15,87326053;65,5;53;100;45,52;24,91123441;40;17;100;62,21;29,22816963;70;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Bocheñski;¯egocina;Gmina wiejska;1201092;86;73,45348837;14,36861646;76;80;86;60,03488372;27,32553439;60;87;86;75,39534884;24,46082728;85;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Borzêcin;Gmina wiejska;1202012;49;62,65306122;20,1104613;64;62;49;53,28571429;29,68817534;53;17;48;60,0625;31,66846897;67,5;100;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Brzesko;Obszar wiejski;1202025;165;64,60606061;15,77712075;67;67;165;46,4969697;26,44642938;47;23;164;68,24390244;27,56502776;75,5;98;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Brzesko;Miasto;1202024;225;65,51111111;17,2361664;69;71;225;54,27111111;29,20977479;53;57;222;77,76576577;25,05146233;91;96;1;;;;;;;;;;2;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Czchów;Miasto;1202034;27;65,74074074;19,81131849;69;69;27;48,33333333;28,92903194;53;80;27;61,37037037;35,39004688;87;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Czchów;Obszar wiejski;1202035;87;65,10344828;18,44596612;67;82;87;44,68965517;29,09291905;33;20;87;59,75862069;30,35611075;60;93;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Dêbno;Gmina wiejska;1202042;146;64,29452055;18,40792258;67;78;146;49,07534247;29,53639167;43;13;145;66,64827586;30,13933872;76;95;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Gnojnik;Gmina wiejska;1202052;95;59,65263158;14,61849472;60;62;95;45,90526316;24,26349811;40;30;95;60,86315789;29,30945977;67;24;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Iwkowa;Gmina wiejska;1202062;77;69,09090909;15,63976103;69;71;77;54,24675325;29,17264145;57;60;78;67,98717949;26,4267219;74;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Brzeski;Szczurowa;Gmina wiejska;1202072;85;68,29411765;16,52365401;69;67;85;44,68235294;24,59086955;40;53;85;65,04705882;29,495326;75;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Alwernia;Obszar wiejski;1203015;68;69,64705882;17,21299501;70;64;68;62,75;24,78577332;65;47;68;73,26470588;27,37518071;85,5;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Alwernia;Miasto;1203014;38;62,97368421;14,88638877;64;73;38;52,21052632;27,2745861;53;63;38;69;29,16107716;79,5;98;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Babice;Gmina wiejska;1203022;95;69,4;13,56729814;71;64;95;47,49473684;27,65192434;43;30;95;70,08421053;27,89818449;80;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Chrzanów;Obszar wiejski;1203035;56;67,375;14,66112754;70;73;56;44,57142857;25,36016079;47;50;56;68,94642857;24,9137223;75,5;91;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Chrzanów;Miasto;1203034;271;67,36900369;18,31692094;71;78;271;48,57933579;28,42391568;47;17;273;73,72893773;27,49278569;85;96;;;;;;;;;;;1;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Libi¹¿;Obszar wiejski;1203045;41;63,19512195;16,31880482;67;67;41;36,04878049;23,45202807;30;17;41;62,82926829;26,01022542;62;33;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Libi¹¿;Miasto;1203044;146;67,38356164;15,22221712;67;62;146;47,49315068;27,496512;45;23;146;68,56849315;26,34957501;75,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Trzebinia;Obszar wiejski;1203055;143;66,76223776;18,04383088;69;80;143;47,73426573;28,66906694;40;20;143;71,25174825;27,60851914;84;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;Chrzanowski;Trzebinia;Miasto;1203054;155;59,2516129;18,30092314;62;62;155;48,13548387;27,73493835;47;27;153;68,80392157;29,49555385;82;96;;;;;;;;;;;3;;;;;;;;;;;;;;
3;Ma³opolskie;D¹browski;Boles³aw;Gmina wiejska;1204012;14;61,21428571;15,96951816;63,5;42;14;40;26,28416144;26,5;23;14;56,5;31,76194938;52,5;95;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;D¹browski;D¹browa Tarnowska;Obszar wiejski;1204025;88;61,73863636;14,87867168;62;62;88;51,25;24,93730776;48,5;47;88;68,64772727;27,56646504;72;96;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;D¹browski;D¹browa Tarnowska;Miasto;1204024;144;62,17361111;17,56469386;64;60;144;54,4375;28,46530997;53;93;144;74,60416667;27,62477218;87;100;;;;;;;;;;;;;;;;;;;;;;;;;
3;Ma³opolskie;D¹browski;Grêboszów;Gmina wiejska;1204032;19;57,68421053;23,78202026;67;67;19;50,26315789;27,67830635;53;17;19;59,63157895;30,2380216;60;95;;;;;;;;;;;;;;;;;;;;;;;;;
